design_id,competition_id,polarity,statement_index,tag,statement
TTTT7,TTTT,negative,2,visibility,The transparency and resulting opportunities for insight must be questioned.
TTTT7,TTTT,negative,2,privacy,The transparency and resulting opportunities for insight must be questioned.
TTTT7,TTTT,negative,3,daylight,The limited direct lighting options in the middle rooms must be questioned.
TTTT7,TTTT,negative,4,urban integration,The street side has only a planted strip with no clear connection to the neighbourhood.
TTTT7,TTTT,negative,4,landscape,The street side has only a planted strip with no clear connection to the neighbourhood.
U1,U,positive,1,urban integration,The connection with the context is cleverly achieved through a generously designed public outdoor space.
U1,U,positive,1,open space,The connection with the context is cleverly achieved through a generously designed public outdoor space.
U1,U,positive,1,landscape,The connection with the context is cleverly achieved through a generously designed public outdoor space.
U1,U,positive,2,urban integration,The new building volume relates geometrically and volumetrically precisely to the town hall.
U1,U,positive,2,massing,The new building volume relates geometrically and volumetrically precisely to the town hall.
U1,U,positive,2,proportion,The new building volume relates geometrically and volumetrically precisely to the town hall.
U1,U,positive,3,layout,The permeable organization of the school complex is functionally and architecturally convincing.
U1,U,positive,3,functionality,The permeable organization of the school complex is functionally and architecturally convincing.
U1,U,positive,3,urban integration,The permeable organization of the school complex is functionally and architecturally convincing.
U1,U,positive,4,flexibility,"The entrance hall can be used in a variety of ways as a meeting area, lounge, or school auditorium."
U1,U,positive,4,functionality,"The entrance hall can be used in a variety of ways as a meeting area, lounge, or school auditorium."
U1,U,positive,4,layout,"The entrance hall can be used in a variety of ways as a meeting area, lounge, or school auditorium."
U1,U,positive,5,layout,"The organization of the teaching floor is convincing and allows flexible, sustainable use."
U1,U,positive,5,flexibility,"The organization of the teaching floor is convincing and allows flexible, sustainable use."
U1,U,positive,5,sustainability,"The organization of the teaching floor is convincing and allows flexible, sustainable use."
U1,U,positive,6,daylight,The gym benefits from natural exposure and is operationally well organized.
U1,U,positive,6,operation,The gym benefits from natural exposure and is operationally well organized.
U1,U,positive,6,functionality,The gym benefits from natural exposure and is operationally well organized.
U1,U,positive,7,open space,The concept creates spacious public outdoor spaces with overlapping potential uses.
U1,U,positive,7,landscape,The concept creates spacious public outdoor spaces with overlapping potential uses.
U1,U,positive,7,functionality,The concept creates spacious public outdoor spaces with overlapping potential uses.
U1,U,negative,1,open space,The location and number of outdoor parking spaces compromise the intended park landscape and river-area upgrade.
U1,U,negative,1,landscape,The location and number of outdoor parking spaces compromise the intended park landscape and river-area upgrade.
U1,U,negative,1,urban integration,The location and number of outdoor parking spaces compromise the intended park landscape and river-area upgrade.
U1,U,negative,2,expression,The escape balconies and stairs should have a greater influence on the architectural appearance and should also serve normal school operations.
U1,U,negative,2,circulation,The escape balconies and stairs should have a greater influence on the architectural appearance and should also serve normal school operations.
U1,U,negative,2,functionality,The escape balconies and stairs should have a greater influence on the architectural appearance and should also serve normal school operations.
U1,U,negative,3,massing,The compact-looking project has a comparatively large cubature and building footprint.
U1,U,negative,3,scale,The compact-looking project has a comparatively large cubature and building footprint.
U1,U,negative,4,cost,The expected costs are likely to be above average compared with the other projects.
U1,U,negative,5,sustainability,The large volume below terrain and massive base suggest a high grey-energy requirement.
U1,U,negative,5,topography,The large volume below terrain and massive base suggest a high grey-energy requirement.
U1,U,negative,5,massing,The large volume below terrain and massive base suggest a high grey-energy requirement.
U1,U,negative,6,cost,The multi-purpose room integrated into the oversized entrance hall offers potential for cost optimization.
U1,U,negative,6,layout,The multi-purpose room integrated into the oversized entrance hall offers potential for cost optimization.
U1,U,negative,6,functionality,The multi-purpose room integrated into the oversized entrance hall offers potential for cost optimization.
U2,U,positive,1,urban integration,The differentiated situation proposal integrates the large-scale buildings and the neighborhood context appropriately.
U2,U,positive,1,massing,The differentiated situation proposal integrates the large-scale buildings and the neighborhood context appropriately.
U2,U,positive,1,scale,The differentiated situation proposal integrates the large-scale buildings and the neighborhood context appropriately.
U2,U,positive,2,scale,The gym roof creates an appropriate scale toward the sports field and references the town hall architecture.
U2,U,positive,2,expression,The gym roof creates an appropriate scale toward the sports field and references the town hall architecture.
U2,U,positive,2,urban integration,The gym roof creates an appropriate scale toward the sports field and references the town hall architecture.
U2,U,positive,3,open space,The sports field with its street-side grandstand acts as a unifying outdoor element.
U2,U,positive,3,landscape,The sports field with its street-side grandstand acts as a unifying outdoor element.
U2,U,positive,3,urban integration,The sports field with its street-side grandstand acts as a unifying outdoor element.
U2,U,positive,4,functionality,"The organization of the gym is well thought out, with versatile use and naturally lit access spaces."
U2,U,positive,4,flexibility,"The organization of the gym is well thought out, with versatile use and naturally lit access spaces."
U2,U,positive,4,daylight,"The organization of the gym is well thought out, with versatile use and naturally lit access spaces."
U2,U,positive,5,flexibility,The proposed school structure promises flexible and therefore sustainable use.
U2,U,positive,5,sustainability,The proposed school structure promises flexible and therefore sustainable use.
U2,U,positive,5,layout,The proposed school structure promises flexible and therefore sustainable use.
U2,U,positive,6,urban integration,The location of the new buildings integrates the town hall and the existing small building into an ensemble with connections beyond the perimeter.
U2,U,positive,6,open space,The location of the new buildings integrates the town hall and the existing small building into an ensemble with connections beyond the perimeter.
U2,U,positive,7,cost,The project is economically viable overall.
U2,U,negative,1,topography,Geometric requirements and topographical conditions do not allow the proposed ground-floor gym and external ramp solution.
U2,U,negative,1,circulation,Geometric requirements and topographical conditions do not allow the proposed ground-floor gym and external ramp solution.
U2,U,negative,1,massing,Geometric requirements and topographical conditions do not allow the proposed ground-floor gym and external ramp solution.
U2,U,negative,2,open space,Public use of the outdoor spaces is possible only to a limited extent because they are mostly reserved for school operations.
U2,U,negative,2,functionality,Public use of the outdoor spaces is possible only to a limited extent because they are mostly reserved for school operations.
U2,U,negative,2,urban integration,Public use of the outdoor spaces is possible only to a limited extent because they are mostly reserved for school operations.
U2,U,negative,3,operation,The outsourced auditorium is less suitable for day-to-day school operations because it is decoupled from the school.
U2,U,negative,3,functionality,The outsourced auditorium is less suitable for day-to-day school operations because it is decoupled from the school.
U2,U,negative,3,layout,The outsourced auditorium is less suitable for day-to-day school operations because it is decoupled from the school.
U2,U,negative,4,operation,The planned expansion would impair school operations and must be taken into account.
U2,U,negative,4,flexibility,The planned expansion would impair school operations and must be taken into account.
U2,U,negative,5,sustainability,Locating all parking spaces in the basement is disadvantageous for sustainability and construction costs.
U2,U,negative,5,cost,Locating all parking spaces in the basement is disadvantageous for sustainability and construction costs.
U2,U,negative,5,topography,Locating all parking spaces in the basement is disadvantageous for sustainability and construction costs.
U2,U,negative,6,open space,"The entire area is occupied, leaving little scope for development."
U2,U,negative,6,flexibility,"The entire area is occupied, leaving little scope for development."
U2,U,negative,6,massing,"The entire area is occupied, leaving little scope for development."
U2,U,negative,7,layout,"The classrooms are divided into four parts, losing the spatial proximity and diversity expected of a sustainable school."
U2,U,negative,7,functionality,"The classrooms are divided into four parts, losing the spatial proximity and diversity expected of a sustainable school."
U2,U,negative,7,sustainability,"The classrooms are divided into four parts, losing the spatial proximity and diversity expected of a sustainable school."
U3,U,positive,1,urban integration,The compact solitaire establishes dialogue with the adjacent large buildings and creates a spacious contiguous open space.
U3,U,positive,1,massing,The compact solitaire establishes dialogue with the adjacent large buildings and creates a spacious contiguous open space.
U3,U,positive,1,open space,The compact solitaire establishes dialogue with the adjacent large buildings and creates a spacious contiguous open space.
U3,U,positive,2,landscape,The river area is enhanced as an ecologically valuable compensation and local recreation space.
U3,U,positive,2,sustainability,The river area is enhanced as an ecologically valuable compensation and local recreation space.
U3,U,positive,2,open space,The river area is enhanced as an ecologically valuable compensation and local recreation space.
U3,U,positive,3,urban integration,The public ground floor connects the building strongly with its attractive surroundings.
U3,U,positive,3,circulation,The public ground floor connects the building strongly with its attractive surroundings.
U3,U,positive,3,open space,The public ground floor connects the building strongly with its attractive surroundings.
U3,U,positive,4,layout,"The learning landscape meaningfully combines classrooms, semi-classrooms, work areas, access areas, and courtyards."
U3,U,positive,4,functionality,"The learning landscape meaningfully combines classrooms, semi-classrooms, work areas, access areas, and courtyards."
U3,U,positive,5,daylight,The classrooms along the facade can be optimally illuminated and ventilated.
U3,U,positive,5,ventilation,The classrooms along the facade can be optimally illuminated and ventilated.
U3,U,positive,5,layout,The classrooms along the facade can be optimally illuminated and ventilated.
U3,U,positive,6,daylight,The gym is optimally illuminated through its raised position above the terrain.
U3,U,positive,6,topography,The gym is optimally illuminated through its raised position above the terrain.
U3,U,positive,7,massing,The concentration in one building allows great freedom in designing the surrounding spaces and provides high public added value.
U3,U,positive,7,open space,The concentration in one building allows great freedom in designing the surrounding spaces and provides high public added value.
U3,U,positive,7,urban integration,The concentration in one building allows great freedom in designing the surrounding spaces and provides high public added value.
U3,U,positive,8,functionality,The learning-landscape concept promises diverse forms of teaching.
U3,U,positive,8,flexibility,The learning-landscape concept promises diverse forms of teaching.
U3,U,negative,1,scale,The all-weather pitch is somewhat too small.
U3,U,negative,1,functionality,The all-weather pitch is somewhat too small.
U3,U,negative,2,circulation,"Entry and exit from the main road, particularly for above-ground parking, are unresolved because the turning radius is too small."
U3,U,negative,2,accessibility,"Entry and exit from the main road, particularly for above-ground parking, are unresolved because the turning radius is too small."
U3,U,negative,3,proportion,The proposed room height is significantly too low for the entrance and multifunctional uses.
U3,U,negative,3,functionality,The proposed room height is significantly too low for the entrance and multifunctional uses.
U3,U,negative,4,privacy,Mutual views across the courtyards into classrooms are negative.
U3,U,negative,4,layout,Mutual views across the courtyards into classrooms are negative.
U3,U,negative,5,cost,The two basement levels and complex roof and facade construction prevent optimal economic efficiency.
U3,U,negative,5,massing,The two basement levels and complex roof and facade construction prevent optimal economic efficiency.
U3,U,negative,5,structure,The two basement levels and complex roof and facade construction prevent optimal economic efficiency.
U3,U,negative,6,sustainability,"The basement, roof, and facade construction have a detrimental effect on energy and sustainability."
U3,U,negative,6,cost,"The basement, roof, and facade construction have a detrimental effect on energy and sustainability."
U3,U,negative,6,structure,"The basement, roof, and facade construction have a detrimental effect on energy and sustainability."
U3,U,negative,7,flexibility,"The proposed southward expansion would leave the entrance, auditorium, and gallery areas poorly exposed and unattractive."
U3,U,negative,7,daylight,"The proposed southward expansion would leave the entrance, auditorium, and gallery areas poorly exposed and unattractive."
U3,U,negative,7,expression,"The proposed southward expansion would leave the entrance, auditorium, and gallery areas poorly exposed and unattractive."
U3,U,negative,8,expression,The expressive roof allows insufficiently specific engagement with the existing character and neighboring buildings.
U3,U,negative,8,urban integration,The expressive roof allows insufficiently specific engagement with the existing character and neighboring buildings.
U3,U,negative,8,identity,The expressive roof allows insufficiently specific engagement with the existing character and neighboring buildings.
U3,U,negative,9,urban integration,"The design is unfortunately somewhat too self-referential, especially in its treatment of neighboring buildings."
U3,U,negative,9,identity,"The design is unfortunately somewhat too self-referential, especially in its treatment of neighboring buildings."
U4,U,positive,1,massing,The careful coordination between built space and the spaces between buildings gives the seemingly random volumes a clear justification.
U4,U,positive,1,open space,The careful coordination between built space and the spaces between buildings gives the seemingly random volumes a clear justification.
U4,U,positive,1,urban integration,The careful coordination between built space and the spaces between buildings gives the seemingly random volumes a clear justification.
U4,U,positive,2,facade,The precise facades define high-quality public spaces that are coherently linked.
U4,U,positive,2,open space,The precise facades define high-quality public spaces that are coherently linked.
U4,U,positive,2,urban integration,The precise facades define high-quality public spaces that are coherently linked.
U4,U,positive,3,scale,The outdoor-space concept reflects the scale of the existing buildings and retains the historic railway axis as a cycle and footpath.
U4,U,positive,3,urban integration,The outdoor-space concept reflects the scale of the existing buildings and retains the historic railway axis as a cycle and footpath.
U4,U,positive,3,circulation,The outdoor-space concept reflects the scale of the existing buildings and retains the historic railway axis as a cycle and footpath.
U4,U,positive,4,layout,The sports hall and adjoining rooms are organized coherently and economically.
U4,U,positive,4,functionality,The sports hall and adjoining rooms are organized coherently and economically.
U4,U,positive,4,cost,The sports hall and adjoining rooms are organized coherently and economically.
U4,U,positive,5,circulation,The exits from the underground car park are ideally organized toward the town hall.
U4,U,positive,5,layout,The exits from the underground car park are ideally organized toward the town hall.
U4,U,positive,6,urban integration,The proposal carefully balances the urban planning and the external spaces.
U4,U,positive,6,open space,The proposal carefully balances the urban planning and the external spaces.
U4,U,positive,6,landscape,The proposal carefully balances the urban planning and the external spaces.
U4,U,negative,1,fire safety,The escape-route issue still requires the necessary attention.
U4,U,negative,1,circulation,The escape-route issue still requires the necessary attention.
U4,U,negative,2,open space,The balanced outdoor-space qualities continue inside the schoolhouse only to a limited extent.
U4,U,negative,2,layout,The balanced outdoor-space qualities continue inside the schoolhouse only to a limited extent.
U4,U,negative,3,daylight,"The classroom floors have minimal daylight in the tightly cut, star-shaped central area."
U4,U,negative,3,layout,"The classroom floors have minimal daylight in the tightly cut, star-shaped central area."
U4,U,negative,4,layout,Access areas and intermediate spaces lack the spatial quality needed to create a flexible learning environment.
U4,U,negative,4,flexibility,Access areas and intermediate spaces lack the spatial quality needed to create a flexible learning environment.
U4,U,negative,4,functionality,Access areas and intermediate spaces lack the spatial quality needed to create a flexible learning environment.
U4,U,negative,5,expression,The architectural appearance and questions of innovation remain vague.
U4,U,negative,5,identity,The architectural appearance and questions of innovation remain vague.
U4,U,negative,6,facade,The large transparent facade areas weaken the economic efficiency of the project.
U4,U,negative,6,cost,The large transparent facade areas weaken the economic efficiency of the project.
U4,U,negative,7,facade,The high proportion of windows and large volumes below terrain suggest that energy and sustainability were not sufficiently prioritized.
U4,U,negative,7,sustainability,The high proportion of windows and large volumes below terrain suggest that energy and sustainability were not sufficiently prioritized.
U4,U,negative,7,topography,The high proportion of windows and large volumes below terrain suggest that energy and sustainability were not sufficiently prioritized.
U4,U,negative,8,layout,The learning environment has too little spatial potential and is too segmented.
U4,U,negative,8,flexibility,The learning environment has too little spatial potential and is too segmented.
U4,U,negative,8,functionality,The learning environment has too little spatial potential and is too segmented.
UU1,UU,positive,1,landscape,The project takes up the landscape qualities of the district and integrates the large building volumes well into the small-scale context.
UU1,UU,positive,1,urban integration,The project takes up the landscape qualities of the district and integrates the large building volumes well into the small-scale context.
UU1,UU,positive,1,scale,The project takes up the landscape qualities of the district and integrates the large building volumes well into the small-scale context.
UU1,UU,positive,2,massing,Differentiated height grading spatially relates the buildings and creates a pleasant transition to the pedestrian level.
UU1,UU,positive,2,scale,Differentiated height grading spatially relates the buildings and creates a pleasant transition to the pedestrian level.
UU1,UU,positive,2,urban integration,Differentiated height grading spatially relates the buildings and creates a pleasant transition to the pedestrian level.
UU1,UU,positive,3,expression,The independent architectural expression integrates the existing school building and creates a strong identity as a cohesive public facility.
UU1,UU,positive,3,identity,The independent architectural expression integrates the existing school building and creates a strong identity as a cohesive public facility.
UU1,UU,positive,3,urban integration,The independent architectural expression integrates the existing school building and creates a strong identity as a cohesive public facility.
UU1,UU,positive,4,daylight,The well-lit central room organizes the classrooms and group rooms efficiently.
UU1,UU,positive,4,layout,The well-lit central room organizes the classrooms and group rooms efficiently.
UU1,UU,positive,4,functionality,The well-lit central room organizes the classrooms and group rooms efficiently.
UU1,UU,positive,5,flexibility,Flexible room dividers allow varied spatial constellations and different educational concepts.
UU1,UU,positive,5,layout,Flexible room dividers allow varied spatial constellations and different educational concepts.
UU1,UU,positive,5,functionality,Flexible room dividers allow varied spatial constellations and different educational concepts.
UU1,UU,positive,6,expression,"The interior atmosphere is inviting, with simple and robust materials suggesting a pleasant indoor climate."
UU1,UU,positive,6,ventilation,"The interior atmosphere is inviting, with simple and robust materials suggesting a pleasant indoor climate."
UU1,UU,positive,7,open space,The foyer and stage area extend the hall into an attractive space continuum open to its surroundings.
UU1,UU,positive,7,layout,The foyer and stage area extend the hall into an attractive space continuum open to its surroundings.
UU1,UU,positive,7,functionality,The foyer and stage area extend the hall into an attractive space continuum open to its surroundings.
UU1,UU,positive,8,circulation,"Pedestrian routes, deliveries, and parking facilities are well placed and separated."
UU1,UU,positive,8,operation,"Pedestrian routes, deliveries, and parking facilities are well placed and separated."
UU1,UU,positive,8,safety,"Pedestrian routes, deliveries, and parking facilities are well placed and separated."
UU1,UU,positive,9,structure,"The buildings have efficient supporting structures, low space requirements, and a lean energy concept."
UU1,UU,positive,9,cost,"The buildings have efficient supporting structures, low space requirements, and a lean energy concept."
UU1,UU,positive,9,sustainability,"The buildings have efficient supporting structures, low space requirements, and a lean energy concept."
UU1,UU,positive,10,urban integration,The proposal is convincing because of its precise integration into the small-scale context.
UU1,UU,positive,10,scale,The proposal is convincing because of its precise integration into the small-scale context.
UU1,UU,positive,10,massing,The proposal is convincing because of its precise integration into the small-scale context.
UU1,UU,negative,1,open space,The kindergarten outdoor spaces must be tailored more closely to operational needs and are limited in size in some places.
UU1,UU,negative,1,operation,The kindergarten outdoor spaces must be tailored more closely to operational needs and are limited in size in some places.
UU1,UU,negative,1,functionality,The kindergarten outdoor spaces must be tailored more closely to operational needs and are limited in size in some places.
UU1,UU,negative,2,visibility,The outdoor areas are only partially visible from the kindergarten rooms.
UU1,UU,negative,2,layout,The outdoor areas are only partially visible from the kindergarten rooms.
UU1,UU,negative,2,safety,The outdoor areas are only partially visible from the kindergarten rooms.
UU1,UU,negative,3,operation,The indirect connection between the equipment room and the gymnasium must be questioned from an operational perspective.
UU1,UU,negative,3,circulation,The indirect connection between the equipment room and the gymnasium must be questioned from an operational perspective.
UU1,UU,negative,4,circulation,The dimensions of the stage access must be checked.
UU1,UU,negative,4,functionality,The dimensions of the stage access must be checked.
UU1,UU,negative,5,facade,The glass portion of the building envelopes and the interior design should be optimized in the interests of economy.
UU1,UU,negative,5,cost,The glass portion of the building envelopes and the interior design should be optimized in the interests of economy.
UU1,UU,negative,6,massing,The multi-purpose hall foyer is volumetrically very spacious and offers a target for optimization.
UU1,UU,negative,6,cost,The multi-purpose hall foyer is volumetrically very spacious and offers a target for optimization.
UU2,UU,positive,1,urban integration,The precise arrangement creates a new whole that integrates easily into the heterogeneous context.
UU2,UU,positive,1,massing,The precise arrangement creates a new whole that integrates easily into the heterogeneous context.
UU2,UU,positive,1,scale,The precise arrangement creates a new whole that integrates easily into the heterogeneous context.
UU2,UU,positive,2,circulation,The differentiated entrances generate a sequence of clearly assigned outdoor spaces.
UU2,UU,positive,2,open space,The differentiated entrances generate a sequence of clearly assigned outdoor spaces.
UU2,UU,positive,2,layout,The differentiated entrances generate a sequence of clearly assigned outdoor spaces.
UU2,UU,positive,3,circulation,The dispersed spatial programme produces an exciting access system that separates and reconnects the uses.
UU2,UU,positive,3,layout,The dispersed spatial programme produces an exciting access system that separates and reconnects the uses.
UU2,UU,positive,3,functionality,The dispersed spatial programme produces an exciting access system that separates and reconnects the uses.
UU2,UU,positive,4,layout,"Keeping all rooms on one floor provides short distances, clarity, and a tangible school community."
UU2,UU,positive,4,circulation,"Keeping all rooms on one floor provides short distances, clarity, and a tangible school community."
UU2,UU,positive,4,functionality,"Keeping all rooms on one floor provides short distances, clarity, and a tangible school community."
UU2,UU,positive,5,daylight,The kindergarten arrangement benefits from multi-sided orientation and a visual connection to the outside.
UU2,UU,positive,5,layout,The kindergarten arrangement benefits from multi-sided orientation and a visual connection to the outside.
UU2,UU,positive,5,open space,The kindergarten arrangement benefits from multi-sided orientation and a visual connection to the outside.
UU2,UU,positive,6,functionality,"The multi-purpose building impresses from a functional point of view, with a spacious foyer and well-organized delivery."
UU2,UU,positive,6,circulation,"The multi-purpose building impresses from a functional point of view, with a spacious foyer and well-organized delivery."
UU2,UU,positive,6,operation,"The multi-purpose building impresses from a functional point of view, with a spacious foyer and well-organized delivery."
UU2,UU,positive,7,expression,The reserved appearance and limited design elements create a unified whole related to the existing building.
UU2,UU,positive,7,facade,The reserved appearance and limited design elements create a unified whole related to the existing building.
UU2,UU,positive,7,urban integration,The reserved appearance and limited design elements create a unified whole related to the existing building.
UU2,UU,positive,8,massing,The simply structured buildings are expected to provide good profitability.
UU2,UU,positive,8,cost,The simply structured buildings are expected to provide good profitability.
UU2,UU,negative,1,safety,Locating most of the break area across the street is viewed critically.
UU2,UU,negative,1,open space,Locating most of the break area across the street is viewed critically.
UU2,UU,negative,2,open space,"The kindergarten outdoor area seems too tight, with its use and design largely unspecified."
UU2,UU,negative,2,functionality,"The kindergarten outdoor area seems too tight, with its use and design largely unspecified."
UU2,UU,negative,3,layout,The access halls lack an outside connection and are not very suitable as learning zones.
UU2,UU,negative,3,daylight,The access halls lack an outside connection and are not very suitable as learning zones.
UU2,UU,negative,4,daylight,The kindergarten skylights are questioned because of their small dimensions and the two-story structure.
UU2,UU,negative,4,proportion,The kindergarten skylights are questioned because of their small dimensions and the two-story structure.
UU2,UU,negative,5,functionality,The foyer arrangement is unsuitable as a school gymnasium because front glazing impairs sports operation.
UU2,UU,negative,5,operation,The foyer arrangement is unsuitable as a school gymnasium because front glazing impairs sports operation.
UU2,UU,negative,5,facade,The foyer arrangement is unsuitable as a school gymnasium because front glazing impairs sports operation.
UU2,UU,negative,6,massing,The great depth of the school building is not managed convincingly.
UU2,UU,negative,6,proportion,The great depth of the school building is not managed convincingly.
UU2,UU,negative,6,functionality,The great depth of the school building is not managed convincingly.
UU2,UU,negative,7,daylight,"Deficient lighting in the kindergartens and corridors, together with introverted break halls, reveals weaknesses in the concept."
UU2,UU,negative,7,layout,"Deficient lighting in the kindergartens and corridors, together with introverted break halls, reveals weaknesses in the concept."
UU2,UU,negative,7,open space,"Deficient lighting in the kindergartens and corridors, together with introverted break halls, reveals weaknesses in the concept."
UU3,UU,positive,1,open space,The outdoor areas span an arch toward the existing school building.
UU3,UU,positive,1,urban integration,The outdoor areas span an arch toward the existing school building.
UU3,UU,positive,2,expression,The delicate structure and analogous architectural language treat both new buildings identically and equally.
UU3,UU,positive,2,facade,The delicate structure and analogous architectural language treat both new buildings identically and equally.
UU3,UU,positive,2,massing,The delicate structure and analogous architectural language treat both new buildings identically and equally.
UU3,UU,positive,3,facade,The facade design and loose setting are appropriate to the village context.
UU3,UU,positive,3,urban integration,The facade design and loose setting are appropriate to the village context.
UU3,UU,positive,3,massing,The facade design and loose setting are appropriate to the village context.
UU3,UU,positive,4,landscape,The planted front and break areas form a continuous connecting band between the buildings.
UU3,UU,positive,4,open space,The planted front and break areas form a continuous connecting band between the buildings.
UU3,UU,positive,4,urban integration,The planted front and break areas form a continuous connecting band between the buildings.
UU3,UU,positive,5,open space,The large sports and playing fields correspond to the loose setting of the two buildings.
UU3,UU,positive,5,landscape,The large sports and playing fields correspond to the loose setting of the two buildings.
UU3,UU,positive,5,massing,The large sports and playing fields correspond to the loose setting of the two buildings.
UU3,UU,positive,6,sustainability,The chosen wooden construction can be assumed to be sustainable.
UU3,UU,positive,6,structure,The chosen wooden construction can be assumed to be sustainable.
UU3,UU,positive,7,layout,The internal organization of the school building seems clear.
UU3,UU,positive,7,circulation,The internal organization of the school building seems clear.
UU3,UU,negative,1,daylight,"The double hall receives light only through a high opening on the north side, causing an uneven distribution of daylight."
UU3,UU,negative,1,facade,"The double hall receives light only through a high opening on the north side, causing an uneven distribution of daylight."
UU3,UU,negative,2,fire safety,The second staircase required for fire safety remains undecided and obscures the floor-plan organization.
UU3,UU,negative,2,circulation,The second staircase required for fire safety remains undecided and obscures the floor-plan organization.
UU3,UU,negative,2,layout,The second staircase required for fire safety remains undecided and obscures the floor-plan organization.
UU3,UU,negative,3,circulation,Delivery crosses the access area and creates conflicts during events.
UU3,UU,negative,3,operation,Delivery crosses the access area and creates conflicts during events.
UU3,UU,negative,3,safety,Delivery crosses the access area and creates conflicts during events.
UU3,UU,negative,4,cost,Maintenance costs are comparatively high despite the expected low construction costs.
UU3,UU,negative,4,sustainability,Maintenance costs are comparatively high despite the expected low construction costs.
UU3,UU,negative,5,proportion,The wide central zone and sometimes large classroom depths make the building dimensions questionable for school use.
UU3,UU,negative,5,daylight,The wide central zone and sometimes large classroom depths make the building dimensions questionable for school use.
UU3,UU,negative,5,functionality,The wide central zone and sometimes large classroom depths make the building dimensions questionable for school use.
UU3,UU,negative,6,daylight,The chosen building dimensions create unsatisfactory daylight situations.
UU3,UU,negative,6,proportion,The chosen building dimensions create unsatisfactory daylight situations.
UU4,UU,positive,1,open space,The chosen setting generates maximum open spaces.
UU4,UU,positive,1,massing,The chosen setting generates maximum open spaces.
UU4,UU,positive,2,topography,The northern building derives its development layout from the topography and separates the different functions in an interesting way.
UU4,UU,positive,2,layout,The northern building derives its development layout from the topography and separates the different functions in an interesting way.
UU4,UU,positive,2,functionality,The northern building derives its development layout from the topography and separates the different functions in an interesting way.
UU4,UU,positive,3,open space,The hard court is convincingly framed by the edge of the slope.
UU4,UU,positive,3,topography,The hard court is convincingly framed by the edge of the slope.
UU4,UU,positive,3,massing,The hard court is convincingly framed by the edge of the slope.
UU4,UU,positive,4,layout,"The kindergarten building is convincingly organized, with three entrances linked by an internal access."
UU4,UU,positive,4,circulation,"The kindergarten building is convincingly organized, with three entrances linked by an internal access."
UU4,UU,positive,4,functionality,"The kindergarten building is convincingly organized, with three entrances linked by an internal access."
UU4,UU,positive,5,proportion,The teaching and group rooms are well proportioned and have sufficient light.
UU4,UU,positive,5,daylight,The teaching and group rooms are well proportioned and have sufficient light.
UU4,UU,positive,6,open space,The covered outdoor spaces provide an additional spatial quality.
UU4,UU,positive,6,layout,The covered outdoor spaces provide an additional spatial quality.
UU4,UU,positive,7,open space,Placing the kindergarten building directly on the district street allows generous free outdoor play space.
UU4,UU,positive,7,urban integration,Placing the kindergarten building directly on the district street allows generous free outdoor play space.
UU4,UU,negative,1,open space,"The potential of the generated outdoor spaces is not exploited, and the parking arrangement is particularly unconvincing."
UU4,UU,negative,1,layout,"The potential of the generated outdoor spaces is not exploited, and the parking arrangement is particularly unconvincing."
UU4,UU,negative,1,circulation,"The potential of the generated outdoor spaces is not exploited, and the parking arrangement is particularly unconvincing."
UU4,UU,negative,2,urban integration,"The kindergarten and existing school form a loose unity, while the complex lacks spatial cohesion."
UU4,UU,negative,2,massing,"The kindergarten and existing school form a loose unity, while the complex lacks spatial cohesion."
UU4,UU,negative,3,urban integration,The three school buildings hardly seem to relate to one another.
UU4,UU,negative,3,expression,The three school buildings hardly seem to relate to one another.
UU4,UU,negative,4,layout,The decentralized arrangement of classrooms and play areas is controversial.
UU4,UU,negative,4,functionality,The decentralized arrangement of classrooms and play areas is controversial.
UU4,UU,negative,5,functionality,"The internal functional distribution has deficiencies, including the need for two offices serving the multi-purpose rooms."
UU4,UU,negative,5,layout,"The internal functional distribution has deficiencies, including the need for two offices serving the multi-purpose rooms."
UU4,UU,negative,6,circulation,The route from the kindergarten rooms through the cloakrooms to the outdoor play area is somewhat complicated.
UU4,UU,negative,6,functionality,The route from the kindergarten rooms through the cloakrooms to the outdoor play area is somewhat complicated.
UU4,UU,negative,7,expression,"The buildings have little in common in appearance, and the project lacks an overall spatial and functional idea."
UU4,UU,negative,7,urban integration,"The buildings have little in common in appearance, and the project lacks an overall spatial and functional idea."
UU4,UU,negative,7,functionality,"The buildings have little in common in appearance, and the project lacks an overall spatial and functional idea."
UUU1,UUU,positive,1,urban integration,The project develops a clear and coherent urban plan involving the entire area.
UUU1,UUU,positive,1,massing,The project develops a clear and coherent urban plan involving the entire area.
UUU1,UUU,positive,1,layout,The project develops a clear and coherent urban plan involving the entire area.
UUU1,UUU,positive,2,identity,The first-stage building acts as an important entrance sign and clearly delimits the urbanized area from the agricultural area.
UUU1,UUU,positive,2,urban integration,The first-stage building acts as an important entrance sign and clearly delimits the urbanized area from the agricultural area.
UUU1,UUU,positive,2,visibility,The first-stage building acts as an important entrance sign and clearly delimits the urbanized area from the agricultural area.
UUU1,UUU,positive,3,circulation,The route network defines external spaces with clear functions and responds to the topography without major earth movements.
UUU1,UUU,positive,3,open space,The route network defines external spaces with clear functions and responds to the topography without major earth movements.
UUU1,UUU,positive,3,topography,The route network defines external spaces with clear functions and responds to the topography without major earth movements.
